date,wealth,return,drawdown,action,w_SPY,w_TLT,w_GLD,w_SHY
2021-01-05,100000.0,0.0,0.0,0,0.0,0.0,0.0,1.0
2021-01-06,99942.087188302,-0.00057912811698,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-07,99965.27670160167,0.0002320295078086,0.00034723298398331437,0,0.0,0.0,0.0,1.0
2021-01-08,99953.71243072744,-0.0001156828776532,0.00046287569272562834,0,0.0,0.0,0.0,1.0
2021-01-11,99942.087188302,-0.0001163062595948,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-12,99928.0767000834,0.0008606746067271601,0.0007192329991659863,5,0.1998702256592172,0.5990080826307084,0.20112169171007446,0.0
2021-01-13,100569.41751771813,0.006418024231163856,0.0,5,0.1991304033206591,0.6018912591760276,0.19897833750331329,0.0
2021-01-14,99921.82479561455,-0.006439260941224977,0.0064392609412249335,5,0.19971916025070913,0.6001168839279138,0.20016395582137705,0.0
2021-01-15,99766.07587791406,-0.0015587076999351445,0.007987931715549013,5,0.19857214782759555,0.603438849423017,0.19798900274938755,0.0
2021-01-19,100283.30606410542,0.0051844294930904,0.002844915091233413,5,0.19909910460692268,0.6022641357328802,0.19863675966019717,0.0
2021-01-20,101114.90493713011,0.0086968830709857,0.0,1,0.6030584206941404,0.39694157930585966,0.0,0.0
2021-01-21,100888.81255458391,-0.002235994611148287,0.0022359946111483175,1,0.6049609167735904,0.3950390832264095,0.0,0.0
2021-01-22,100801.79153679665,-0.0008625437804631677,0.0030966097483664523,1,0.6033400912633373,0.3966599087366627,0.0,0.0
2021-01-25,101512.87685360995,0.007054292448301719,0.0,1,0.6014766032278048,0.3985233967721953,0.0,0.0
2021-01-26,101341.22612921975,-0.0016909256215615945,0.0016909256215617008,1,0.6015548762300066,0.39844512376999347,0.0,0.0
2021-01-27,100831.55304830182,-0.004629580988759581,0.006711698322673487,5,0.19601941751938967,0.6043233778939698,0.19965720458664044,0.0
2021-01-28,100683.36968491167,-0.0014696130220186766,0.008171447745437321,5,0.19799619771213106,0.6018673201237913,0.20013648216407767,0.0
2021-01-29,99911.55229189618,-0.007665788257096393,0.015774595414363213,5,0.19553133035641965,0.6028678794635886,0.20160079017999175,0.0
2021-02-01,100495.59409537437,0.005845588323679512,0.010021218881448801,5,0.19763074415436657,0.6000590059810265,0.20231024986460686,0.0
2021-02-02,100140.24191625965,-0.0035359975958495506,0.01352178147142613,5,0.20113650471042965,0.5983057436300411,0.2005577516595293,0.0
2021-02-03,99965.62253703258,-0.0011455708714899,0.015241951213821214,3,0.8015473157740401,0.19845268422595985,0.0,0.0
2021-02-04,100823.30542650305,0.00857977840484855,0.006792945372844916,3,0.8037613265633333,0.19623867343666673,0.0,0.0
2021-02-05,100976.58409580016,0.0015202702257054402,0.005283002259734659,3,0.8056998754013901,0.1943001245986099,0.0,0.0
2021-02-08,101650.28917805786,0.0066718941652703385,0.0,3,0.8061401354182887,0.19385986458171137,0.0,0.0
2021-02-09,101610.3229658077,-0.00039317362078686785,0.00039317362078683527,3,0.8059203367413511,0.19407966325864898,0.0,0.0
2021-02-10,102019.64106143864,0.00463704213596292,0.0,5,0.19899015899346126,0.6012041252888481,0.19980571571769062,0.0
2021-02-11,101539.62534499544,-0.004705130418505675,0.004705130418505621,5,0.20025371380353493,0.6007395461778636,0.19900674001860147,0.0
2021-02-12,100821.12139881187,-0.007076094123278057,0.011747930596079925,5,0.202677107203699,0.5975066636948224,0.19981622910147848,0.0
2021-02-16,99597.00449151242,-0.012141472841363141,0.02374676625716865,5,0.20499050591975512,0.5956406940083018,0.1993688000719432,0.0
