date,wealth,return,drawdown,action,w_SPY,w_TLT,w_GLD,w_SHY
2021-01-05,100000.0,0.0,0.0,0,0.0,0.0,0.0,1.0
2021-01-06,99942.087188302,-0.00057912811698,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-07,99965.27670160167,0.0002320295078086,0.00034723298398331437,0,0.0,0.0,0.0,1.0
2021-01-08,99953.71243072744,-0.0001156828776532,0.00046287569272562834,0,0.0,0.0,0.0,1.0
2021-01-11,99942.087188302,-0.0001163062595948,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-12,99928.0767000834,0.0008606746067271601,0.0007192329991659863,5,0.1998702256592172,0.5990080826307084,0.20112169171007446,0.0
2021-01-13,100569.41751771813,0.006418024231163856,0.0,5,0.1991304033206591,0.6018912591760276,0.19897833750331329,0.0
2021-01-14,99921.82479561455,-0.006439260941224977,0.0064392609412249335,5,0.19971916025070913,0.6001168839279138,0.20016395582137705,0.0
2021-01-15,99766.07587791406,-0.0015587076999351445,0.007987931715549013,5,0.19857214782759555,0.603438849423017,0.19798900274938755,0.0
2021-01-19,100283.30606410542,0.0051844294930904,0.002844915091233413,5,0.19909910460692268,0.6022641357328802,0.19863675966019717,0.0
2021-01-20,101184.00082817882,0.00918562455765034,0.0,2,0.40184424250033224,0.3967493432960829,0.20140641420358477,0.0
2021-01-21,100926.54730518765,-0.002544409401525446,0.0025444094015253382,2,0.4032366018090572,0.3949698561145215,0.20179354207642133,0.0
2021-01-22,100751.18507637204,-0.0017375233127250313,0.004277511743598139,2,0.4025087317665173,0.3969380100547575,0.20055325817872527,0.0
2021-01-25,101399.87308806351,0.0064385149534444425,0.0,2,0.4015110449747488,0.39904680737254056,0.19944214765271065,0.0
2021-01-26,101210.00115212933,-0.0018725066427772532,0.0018725066427773829,2,0.4016363485763764,0.39904101257219593,0.19932263885142762,0.0
2021-01-27,101108.79115097721,0.0,0.002870634136134531,0,0.0,0.0,0.0,1.0
2021-01-28,101097.12812680556,-0.0001153512374036,0.0029856542423384314,0,0.0,0.0,0.0,1.0
2021-01-29,101132.25078461942,0.0003474149905604,0.002639276512818367,0,0.0,0.0,0.0,1.0
2021-02-01,101143.90353299885,0.000115222871923,0.0025243577459150845,0,0.0,0.0,0.0,1.0
2021-02-02,101108.82197835388,-0.000346847940603,0.002870330118232567,0,0.0,0.0,0.0,1.0
2021-02-03,100650.45922911516,-0.0035368974912567803,0.0073906784705489725,2,0.40173544032953473,0.39785786771728926,0.200406691953176,0.0
2021-02-04,100568.72443533604,-0.0008120657809724196,0.008196742534437251,2,0.4066316356780789,0.3971171546858966,0.19625120963602444,0.0
2021-02-05,100590.11205174378,0.00021266667672113402,0.007985819031710917,2,0.4081452507663201,0.3937082553908512,0.1981464938428286,0.0
2021-02-08,101261.21967857749,0.006671705728774724,0.0013673923375190356,2,0.40836835074360384,0.3928162347780102,0.198815414478386,0.0
2021-02-09,101328.86323701033,0.0006680105043921083,0.0007002952655721373,2,0.40782406015653333,0.39284456617134456,0.1993313736721221,0.0
2021-02-10,101388.60902171406,0.0009821836981326801,0.00011108560599148998,3,0.7988669049304232,0.2011330950695768,0.0,0.0
2021-02-11,101407.76961526461,0.00018898171831566835,0.0,3,0.8000057514739907,0.1999942485260093,0.0,0.0
2021-02-12,101556.64710544443,0.00146810733284695,0.0,3,0.8027791251450965,0.19722087485490356,0.0,0.0
2021-02-16,101181.08387409704,-0.00369806646882953,0.0036980664688294196,3,0.8050612088159997,0.1949387911840003,0.0,0.0
